,Unnamed: 0,City,Common_Names,Country,County,Family_x,GBReference_title,GenBank,Genus_x,Latitude,Location,Longitude,Order_x,ScientificName_x,State,Test,Virus,Virus_Confirmed,Confirmation,Virus_Family,Year,accession,referenceID,Host,MatchHost,MatchRatio,Species ID,Kingdom,Phylum,Class,Order_y,Family_y,Genus_y,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned,ScientificName_y
4956,3110,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438738,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4957,3113,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2012,KJ438735,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4958,3115,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2012,KJ438733,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4959,3116,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438732,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4960,3117,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438731,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4961,3118,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438730,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4962,3119,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2012,KJ438729,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4963,3120,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438728,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4964,3121,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438727,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4965,3122,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438726,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4966,3123,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438725,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4967,3124,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438724,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4968,3125,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438723,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4969,3126,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2012,KJ438722,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4970,3128,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438720,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4971,3129,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438719,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4972,3131,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2012,KJ438717,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4973,3134,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438714,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4974,3135,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438713,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4975,3136,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438712,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4976,3137,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438711,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
4977,3138,,,Germany,,TURDIDAE,"{u'GBReference_position': '1..11065', u'GBReference_reference': '1', u'GBReference_authors': ['Engel,D.', 'Jost,H.', 'Wink,M.', 'Borstler,J.', 'Bosch,S.', 'Garigliany,M.M.', 'Jost,A.', 'Czajka,C.', 'Luhken,R.', 'Ziegler,U.', 'Groschup,M.H.', 'Pfeffer,M.', 'Becker,N.', 'Cadar,D.', 'Schmidt-Chanasit,J.'], u'GBReference_journal': 'MBio 7 (1), e01938-15 (2016)', u'GBReference_pubmed': '26838717', u'GBReference_xref': [{u'GBXref_id': '10.1128/mBio.01938-15', u'GBXref_dbname': 'doi'}], u'GBReference_title': 'Reconstruction of the Evolutionary History and Dispersal of Usutu Virus, a Neglected Emerging Arbovirus in Europe and Africa', u'GBReference_remark': 'Publication Status: Online-Only'}",1.0,,,,,PASSERIFORMES,Turdus merula,,nucleotide,Usutu virus,1,1,Flaviviridae,2011,KJ438710,GenBank,Turdus merula,Turdus merula,100,22708775.0,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Turdus,merula,"Linnaeus, 1758",,,,,,"Eurasian Blackbird, Common Blackbird, Blackbird",,,LC,,3.1,2014.0,stable,N,Turdus merula
